ID,Address_x,Size,Price,Rooms,Floor,Quality,Inner Height,Heating,Furnished,Balcony,Pet,Year Built,Floors,Lift,Orientation,View,kerület,Raw Address,Address_y,lat,lon
26911433," Imre utca, IX. kerület",67,165000.0,3,mezzanine,renovated,not defined,gáz (cirko),furnished,not defined,not defined,not defined,4,not defined,not defined,street,IX," Imre utca, "," Imre utca, ",47.5131515,19.2006269
26915239," Forgách utca 32, XIII. kerület",10,69000.0,1,1,new,less than 3m,elektromos,furnished,not defined,not allowed,between 1981-2000,3,no,south west,garden,XIII," Forgách utca 32, "," Forgách utca 32, ",47.5379149,19.0792958
26919238," Szent István körút, XIII. kerület",70,180000.0,3,1,renovated,not defined,gáz (cirko),furnished,not defined,not defined,not defined,not defined,yes,not defined,courtyard,XIII," Szent István körút, "," Szent István körút, ",47.5114357,19.0531996
26920248," Paulay Ede utca, VI. kerület",80,175000.0,3,1,in good condition,more than 3m,gáz (cirko),not furnished,not defined,not defined,not defined,4,yes,not defined,street,VI," Paulay Ede utca, "," Paulay Ede utca, ",47.5029296,19.0613245
26923178," Törökvész, II. kerület",203,800470.0,3,1,new,not defined,gáz (cirko),not defined,not defined,not defined,2014,1,no,south,panoramic,II," Törökvész, "," Törökvész, ",47.5220975,19.0030829
26932958," Paulay Ede utca, VI. kerület",80,170000.0,3,1,in good condition,not defined,gáz (cirko),not furnished,not defined,not allowed,not defined,5,yes,not defined,courtyard,VI," Paulay Ede utca, "," Paulay Ede utca, ",47.5029296,19.0613245
26933168," Hárshegyi út, II. kerület",55,200000.0,2,9,new,less than 3m,fan-coil,furnished,1.0,allowed,between 1981-2000,more than 10,yes,west,panoramic,II," Hárshegyi út, "," Hárshegyi út, ",47.5257289,18.9663343
26935653," Bakáts tér, IX. kerület",42,115000.0,2,2,in good condition,more than 3m,gáz (konvektor),furnished,not defined,not allowed,not defined,4,yes,not defined,courtyard,IX," Bakáts tér, "," Bakáts tér, ",47.4836363,19.0669131
26944098," Dolgos utca, XII. kerület",140,836855.0,4,4,in good condition,less than 3m,házközponti egyedi méréssel,partly furnished,80.0,not defined,between 2001-2010,4,yes,not defined,panoramic,XII," Dolgos utca, "," Dolgos utca, ",47.4915962,19.0201081
26947823," Podmaniczky utca, VI. kerület",168,1018780.0,4,2,renovated,not defined,padlófűtés,furnished,2.0,not defined,not defined,4,yes,south west,street,VI," Podmaniczky utca, "," Podmaniczky utca, ",47.5171883,19.072565
26953398," Kossuth Lajos tér, V. kerület",60,253974.0,2,3,renovated,more than 3m,nincs megadva,furnished,not defined,not defined,before 1950,4,yes,south,panoramic,V," Kossuth Lajos tér, "," Kossuth Lajos tér, ",47.5057199,19.0449808
26961643," Vérhalom tér, II. kerület",50,110000.0,3,basement,in good condition,less than 3m,gáz (cirko),furnished,not defined,not allowed,before 1950,3,no,west,garden,II," Vérhalom tér, "," Vérhalom tér, ",47.5213995,19.0244713
26977189," Erzsébet körút 29., VII. kerület",40,110000.0,1,not defined,in moderate condition,not defined,nincs megadva,not defined,not defined,allowed,not defined,5,yes,not defined,courtyard,VII," Erzsébet körút 29., "," Erzsébet körút 29., ",47.5012347,19.068397373354486
26980753," Torockó tér, II. kerület",96,250000.0,3,1,in good condition,less than 3m,gáz (cirko),furnished,3.0,not allowed,before 1950,4,no,south,street,II," Torockó tér, "," Torockó tér, ",47.5148265,19.003798560201897
26985883," Rákóczi út, VII. kerület",47,110000.0,2,3,renovated,more than 3m,gáz (konvektor),furnished,not defined,not defined,between 1950-1980,3,yes,not defined,street,VII," Rákóczi út, "," Rákóczi út, ",47.4959677,19.0663591
26988949," Fillér utca, II. kerület",57,158000.0,3,2,in good condition,less than 3m,gáz (konvektor),not furnished,3.0,not allowed,between 1950-1980,3,no,west,panoramic,II," Fillér utca, "," Fillér utca, ",47.5090686,19.0228443
26995279," Lehel utca, XIII. kerület",44,150000.0,2,5,new,less than 3m,házközponti egyedi méréssel,furnished,3.0,not allowed,between 2001-2010,8,yes,east,street,XIII," Lehel utca, "," Lehel utca, ",47.5293971,19.0800948
27002049," Viola utca 1., IX. kerület",75,150000.0,3,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,IX," Viola utca 1., "," Viola utca 1., ",47.5373976,21.6187174
27011883," Diós árok, XII. kerület",117,563968.0,4,1,new,not defined,házközponti egyedi méréssel,furnished,28.0,not defined,between 2001-2010,3,no,not defined,garden,XII," Diós árok, "," Diós árok, ",47.8007392,18.8542726
27011908," Csengery utca, VI. kerület",50,160000.0,3,2,renovated,not defined,gáz (cirko),furnished,not defined,not allowed,not defined,3,yes,not defined,courtyard,VI," Csengery utca, "," Csengery utca, ",47.5051986,19.0669574
27012028," Városkúti út, XII. kerület",100,614907.0,4,2,new,not defined,házközponti egyedi méréssel,furnished,58.0,not defined,between 2001-2010,3,no,not defined,panoramic,XII," Városkúti út, "," Városkúti út, ",47.5061046,18.9866579
27012759," Üllői út 101., IX. kerület",24,60000.0,1,not defined,in good condition,more than 3m,gáz (cirko),furnished,not defined,not allowed,before 1950,not defined,yes,not defined,courtyard,IX," Üllői út 101., "," Üllői út 101., ",47.4722844,19.1073901
27027214," Madarász Viktor utca, XIII. kerület",47,130000.0,2,3,renovated,less than 3m,gáz (konvektor),furnished,4.0,not allowed,between 1981-2000,4,no,west,street,XIII," Madarász Viktor utca, "," Madarász Viktor utca, ",47.5466682,19.0749839
27029553," Lajos utca, III. kerület",130,250000.0,4,1,in good condition,not defined,gáz (cirko),partly furnished,35.0,not allowed,not defined,4,yes,east,courtyard,III," Lajos utca, "," Lajos utca, ",47.5294747,19.0391954
27034633," Hajós utca, VI. kerület",56,291080.0,2,3,in good condition,more than 3m,gáz (cirko),furnished,not defined,not defined,before 1950,3,no,not defined,street,VI," Hajós utca, "," Hajós utca, ",47.5024289,19.0593723
27036538," Róna utca, XIV. kerület",64,170000.0,3,1,new,less than 3m,házközponti egyedi méréssel,not furnished,1.1,not allowed,between 2001-2010,6,yes,not defined,street,XIV," Róna utca, "," Róna utca, ",47.5193304,19.1043998
27039628," Budafoki út, XI. kerület",80,190000.0,4,3,in good condition,not defined,távfűtés,furnished,not defined,not allowed,not defined,5,no,not defined,street,XI," Budafoki út, "," Budafoki út, ",47.3830431,18.9541872
27040993," Apály utca, XIII. kerület",45,119900.0,3,4,newly built,less than 3m,házközponti egyedi méréssel,not furnished,not defined,not allowed,2015,5,yes,not defined,street,XIII," Apály utca, "," Apály utca, ",47.5276967,19.0687464
27041298," Radna utca, II. kerület",55,135000.0,2,0,renovated,less than 3m,gáz (konvektor),not furnished,4.0,not allowed,not defined,3,no,not defined,garden,II," Radna utca, "," Radna utca, ",47.5139644,19.0096079
27047728," Nagymező utca, VI. kerület",137,359192.0,4,1,renovated,not defined,gáz (cirko),furnished,not defined,not allowed,not defined,not defined,no,not defined,street,VI," Nagymező utca, "," Nagymező utca, ",47.5028532,19.0611973
27047738," Júlia utca 1, II. kerület",106,220000.0,2,2,renovated,more than 3m,gáz (cirko),furnished,5.0,not allowed,not defined,not defined,yes,not defined,street,II," Júlia utca 1, "," Júlia utca 1, ",47.513025,19.0049684
27070508," Törökvész, II. kerület",135,1091550.0,4,mezzanine,new,less than 3m,gáz (cirko),partly furnished,50.0,not allowed,2016,3,yes,south,panoramic,II," Törökvész, "," Törökvész, ",47.5220975,19.0030829
27070953," Pannónia utca 68, XIII. kerület",34,119000.0,1,2,renovated,less than 3m,"távfűtés, házközponti",furnished,3.0,allowed,not defined,4,yes,not defined,street,XIII," Pannónia utca 68, "," Pannónia utca 68, ",47.5198075,19.0557651
27073304," Vérhalom utca 36, II. kerület",62,230000.0,2,1,renovated,more than 3m,gáz (cirko),not furnished,6.0,not allowed,before 1950,2,no,south,garden,II," Vérhalom utca 36, "," Vérhalom utca 36, ",47.520429199999995,19.025285399999998
27075829," Kossuth Lajos tér 9, V. kerület",93,580000.0,3,4,renovated,not defined,házközponti,furnished,not defined,not defined,not defined,5,yes,not defined,panoramic,V," Kossuth Lajos tér 9, "," Kossuth Lajos tér 9, ",48.20646395,22.641784496707878
27078908," Attila út, I. kerület",47,115000.0,1,5,renovated,less than 3m,gáz (konvektor),furnished,6.4,not allowed,not defined,6,yes,south west,panoramic,I," Attila út, "," Attila út, ",48.3188236,21.5726792
27090353," Déri Miksa utca, VIII. kerület",70,160000.0,2,2,in good condition,not defined,gáz (konvektor),furnished,4.0,allowed,not defined,4,yes,not defined,street,VIII," Déri Miksa utca, "," Déri Miksa utca, ",47.4926877,19.0739578
27090438," Váci utca, V. kerület",65,180000.0,2,3,renovated,more than 3m,gáz (cirko),furnished,not defined,not allowed,before 1950,5,yes,west,street,V," Váci utca, "," Váci utca, ",47.4921529,19.053635
27097544," Baross utca, VIII. kerület",33,100000.0,1,3,renovated,not defined,elektromos,furnished,not defined,allowed,not defined,3,no,not defined,not defined,VIII," Baross utca, "," Baross utca, ",47.4893975,19.0911643
27098668," Frangepán köz, XIII. kerület",50,150000.0,2,1,new,not defined,házközponti egyedi méréssel,furnished,5.0,not allowed,not defined,not defined,yes,not defined,street,XIII," Frangepán köz, "," Frangepán köz, ",47.5324647,19.08784
27103038," Branyiszkó út, II. kerület",60,436620.0,3,2,newly built,less than 3m,gáz (cirko),furnished,5.0,not defined,2018,3,yes,not defined,garden,II," Branyiszkó út, "," Branyiszkó út, ",47.5201066,19.002235
27103733," Felső Zöldmáli út, II. kerület",70,362820.0,2,1,renovated,not defined,gáz (cirko),not defined,50.0,allowed,not defined,2,no,not defined,panoramic,II," Felső Zöldmáli út, "," Felső Zöldmáli út, ",47.5287788,19.024283
27104449," Szigony utca 7, VIII. kerület",64,130000.0,3,9,in good condition,less than 3m,távfűtés,furnished,4.0,not defined,between 1950-1980,10,yes,not defined,street,VIII," Szigony utca 7, "," Szigony utca 7, ",46.7433029,17.2421473
27110814," Ráth György utca, XII. kerület",62,160000.0,3,4,renovated,not defined,házközponti,furnished,5.0,not defined,not defined,4,no,south,not defined,XII," Ráth György utca, "," Ráth György utca, ",47.5028345,19.0168374
27113759," Szinyei Merse utca 25., VI. kerület",25,95000.0,1,2,renovated,not defined,gáz (konvektor),furnished,not defined,not defined,between 1950-1980,5,yes,not defined,courtyard,VI," Szinyei Merse utca 25., "," Szinyei Merse utca 25., ",47.5127621,19.0663632
27113989," Murányi utca 57, VII. kerület",79,135000.0,2,4,in good condition,not defined,nincs megadva,partly furnished,not defined,not defined,before 1950,4,not defined,not defined,not defined,VII," Murányi utca 57, "," Murányi utca 57, ",47.5076533,19.0812658
27117239," Királyi Pál utca, V. kerület",82,250000.0,2,4,renovated,more than 3m,"padlófűtés, gáz (cirko)",by arrangement,not defined,not allowed,before 1950,4,yes,not defined,panoramic,V," Királyi Pál utca, "," Királyi Pál utca, ",47.4888189,19.0600508
27122338," Október 6. utca, V. kerület",78,249000.0,2,2,renovated,not defined,gáz (cirko),furnished,not defined,not defined,not defined,4,yes,not defined,street,V," Október 6. utca, "," Október 6. utca, ",47.4994987,19.0512886
27125673," Endrődi Sándor utca, II. kerület",55,250000.0,2,2,renovated,not defined,gáz (cirko),furnished,7.0,not defined,not defined,4,no,east,garden,II," Endrődi Sándor utca, "," Endrődi Sándor utca, ",47.5194799,19.0130449
27126343," Klauzál utca, VII. kerület",68,210000.0,3,1,renovated,not defined,elektromos,furnished,not defined,not allowed,not defined,4,yes,east,street,VII," Klauzál utca, "," Klauzál utca, ",47.5650229,19.091134
27126359," István utca, VII. kerület",28,85000.0,1,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,VII," István utca, "," István utca, ",47.5059875,19.0843061
27129164," Tartsay Vilmos utca, XII. kerület",100,320000.0,4,2,renovated,not defined,gáz (cirko),furnished,12.0,not allowed,before 1950,4,no,south east,garden,XII," Tartsay Vilmos utca, "," Tartsay Vilmos utca, ",47.4920826,19.0219514
27131331," Falk Miksa utca, V. kerület",72,232205.0,3,4,renovated,more than 3m,házközponti,furnished,not defined,not allowed,not defined,5,yes,not defined,courtyard,V," Falk Miksa utca, "," Falk Miksa utca, ",47.5126348,19.0488375
27133997," Kőbányai út 45, X. kerület",50,130000.0,2,2,newly built,less than 3m,házközponti egyedi méréssel,furnished,13.0,not allowed,2014,3,yes,not defined,garden,X," Kőbányai út 45, "," Kőbányai út 45, ",47.9305332,20.1226197
27134271," Üteg utca, XIII. kerület",48,155000.0,2,1,new,less than 3m,házközponti egyedi méréssel,furnished,not defined,not allowed,not defined,5,yes,south east,garden,XIII," Üteg utca, "," Üteg utca, ",47.5330726,19.0791729
27137721," Asbóth utca, VII. kerület",48,160000.0,2,4,renovated,not defined,házközponti,not defined,5.0,not allowed,not defined,4,yes,not defined,street,VII," Asbóth utca, "," Asbóth utca, ",47.4970581,19.0580915
27138126," Ferenc körút, IX. kerület",36,181410.0,2,2,new,more than 3m,elektromos,furnished,not defined,not allowed,between 1950-1980,5,no,not defined,courtyard,IX," Ferenc körút, "," Ferenc körút, ",47.4855574,19.0700326
27142835," Kupeczky utca 14, II. kerület",55,250000.0,2,1,renovated,less than 3m,"cserépkályha, gáz (konvektor)",furnished,6.0,not allowed,between 1950-1980,2,no,south,garden,II," Kupeczky utca 14, "," Kupeczky utca 14, ",47.52238235,19.021406984609825
27147332," Polgár utca, III. kerület",15,65000.0,1,not defined,in good condition,not defined,távfűtés egyedi méréssel,partly furnished,not defined,not allowed,between 1950-1980,not defined,yes,east,not defined,III," Polgár utca, "," Polgár utca, ",47.5410564,19.0432958
27155664," Havas utca, V. kerület",60,327465.0,2,1,renovated,more than 3m,gáz (cirko),furnished,not defined,not defined,before 1950,5,yes,not defined,panoramic,V," Havas utca, "," Havas utca, ",47.4882077,19.0560115
27156180," Mester utca 83, IX. kerület",50,190000.0,3,2,newly built,not defined,házközponti egyedi méréssel,furnished,12.0,not defined,not defined,9,yes,not defined,panoramic,IX," Mester utca 83, "," Mester utca 83, ",47.4688869,19.083928
27158142," Corvin sétány, VIII. kerület",50,254695.0,2,7,newly built,less than 3m,házközponti egyedi méréssel,furnished,6.0,not allowed,2012,9,yes,east,street,VIII," Corvin sétány, "," Corvin sétány, ",47.485899599999996,19.07519187896299
27170903," Dorottya utca, V. kerület",81,600000.0,2,5,new,more than 3m,nincs megadva,furnished,not defined,not allowed,not defined,not defined,yes,not defined,not defined,V," Dorottya utca, "," Dorottya utca, ",47.4972861,19.0494107
27181565," Hévízi út 1., III. kerület",83,330000.0,3,2,newly built,less than 3m,"házközponti egyedi méréssel, mennyezeti hűtés-fűtés",by arrangement,22.0,allowed,2018,3,yes,south east,garden,III," Hévízi út 1., "," Hévízi út 1., ",47.5477045,19.0317064
27181808," Hévízi út 1., III. kerület",53,205000.0,3,2,newly built,less than 3m,"házközponti egyedi méréssel, mennyezeti hűtés-fűtés",by arrangement,5.0,not allowed,2018,3,yes,south east,garden,III," Hévízi út 1., "," Hévízi út 1., ",47.5477045,19.0317064
27183869," Belgrád rakpart, V. kerület",157,1161024.0,4,1,renovated,more than 3m,házközponti egyedi méréssel,furnished,not defined,not allowed,before 1950,5,yes,not defined,panoramic,V," Belgrád rakpart, "," Belgrád rakpart, ",47.4909849,19.0516718
27193610," Hárshegyi út, II. kerület",66,220000.0,2,9,new,less than 3m,"fan-coil, házközponti egyedi méréssel",furnished,not defined,allowed,2011,more than 10,yes,south west,panoramic,II," Hárshegyi út, "," Hárshegyi út, ",47.5257289,18.9663343
