ID,Address,Size,Price,Rooms,Floor,Quality,Inner Height,Heating,Furnished,Balcony,Pet,Year Built,Floors,Lift,Orientation,View,kerület
26222448," Bajcsy-Zsilinszky út, VI. kerület",65,130000.0,2,4,renovated,not defined,megújuló energia,furnished,not defined,not allowed,not defined,not defined,yes,not defined,courtyard,VI
26233300," Tahi utca, XIII. kerület",41,110000.0,2,1,new,less than 3m,"házközponti egyedi méréssel, távfűtés",not defined,4.0,not allowed,between 1950-1980,5,yes,northwest,panoramic,XIII
26233775," Bányász utca, XVI. kerület",30,100000.0,1,2,new,less than 3m,"gáz (cirko), házközponti egyedi méréssel",by arrangement,1.0,allowed,2012,2,no,not defined,courtyard,XVI
26234683," Zápor utca, III. kerület",21,75000.0,1,2,in moderate condition,less than 3m,gáz (konvektor),partly furnished,not defined,not allowed,not defined,2,no,not defined,courtyard,III
26240510," Marek József utca, VII. kerület",30,110000.0,1,3,renovated,not defined,gáz (konvektor),furnished,not defined,not defined,not defined,3,no,not defined,not defined,VII
26245080," Alpár utca, VII. kerület",25,90000.0,1,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,no,not defined,courtyard,VII
26246533," Bajcsy-Zsilinszky út, VI. kerület",197,1819250.0,4,4,renovated,not defined,nincs megadva,furnished,not defined,not defined,not defined,not defined,yes,not defined,panoramic,VI
26255413," Tömörkény utca, II. kerület",125,618545.0,3,2,renovated,not defined,házközponti,furnished,60.0,not allowed,not defined,3,no,not defined,panoramic,II
26259023," Építő utca, XVIII. kerület",50,120000.0,2,4,renovated,less than 3m,távfűtés egyedi méréssel,not defined,not defined,not allowed,between 1950-1980,4,no,south,garden,XVIII
26269438," Nádor utca, V. kerület",130,498000.0,3,1,renovated,more than 3m,nincs megadva,furnished,not defined,not allowed,not defined,not defined,yes,not defined,street,V
26272823," Nyereg út, III. kerület",98,400235.0,3,2,new,less than 3m,gáz (cirko),furnished,10.0,not allowed,between 2001-2010,2,no,not defined,panoramic,III
26287788," Vágóhíd utca 30, IX. kerület",38,99000.0,2,mezzanine,renovated,less than 3m,elektromos,not furnished,not defined,not allowed,before 1950,3,no,east,garden,IX
26297730," Lágymányosi utca 20., XI. kerület",38,130000.0,2,4,new,more than 3m,"elektromos, gázkazán",partly furnished,not defined,not allowed,before 1950,5,yes,south east,street,XI
26297778," Mátyás tér, VIII. kerület",71,139000.0,3,2,renovated,not defined,gáz (konvektor),furnished,not defined,not allowed,not defined,5,yes,south east,street,VIII
26303498," Törökvész, II. kerület",74,363850.0,3,1,in good condition,less than 3m,gáz (cirko),furnished,not defined,not allowed,not defined,3,no,south,panoramic,II
26305200," Király utca, VII. kerület",87,150000.0,2,2,renovated,more than 3m,gáz (cirko),furnished,not defined,not allowed,before 1950,3,no,northwest,street,VII
26305830," Csokonai utca 22, XIX. kerület",60,139000.0,3,9,renovated,less than 3m,házközponti egyedi méréssel,not furnished,not defined,not allowed,between 1981-2000,more than 10,yes,south west,panoramic,XIX
26311773," Murányi utca, VII. kerület",20,85000.0,1,0,in moderate condition,more than 3m,gáz (konvektor),furnished,not defined,allowed,before 1950,4,no,west,courtyard,VII
26321608," Bimbó út, II. kerület",200,909625.0,6,not defined,renovated,not defined,gáz (cirko),partly furnished,24.0,not allowed,not defined,not defined,not defined,south west,panoramic,II
26331155," Török utca, II. kerület",35,150000.0,1,0,renovated,more than 3m,gáz (cirko),furnished,not defined,not allowed,before 1950,4,no,not defined,courtyard,II
26340213," Nagy Fuvaros utca, VIII. kerület",28,90000.0,1,2,renovated,more than 3m,elektromos,by arrangement,not defined,not allowed,before 1950,3,no,not defined,courtyard,VIII
26345715," Király utca, VII. kerület",60,150000.0,2,3,in good condition,more than 3m,"gáz (konvektor), elektromos",furnished,not defined,not allowed,before 1950,3,no,not defined,courtyard,VII
26349080," Budafoki út 13., XI. kerület",33,100000.0,1,5,in good condition,less than 3m,nincs megadva,furnished,not defined,not allowed,not defined,5,yes,not defined,panoramic,XI
26374103," Szív utca 9, VI. kerület",92,210000.0,4,1,in moderate condition,more than 3m,gáz (cirko),furnished,not defined,not defined,not defined,3,no,not defined,street,VI
26381735," Diószegi út, XI. kerület",44,160000.0,2,2,renovated,less than 3m,házközponti egyedi méréssel,furnished,3.0,not allowed,not defined,3,no,south west,panoramic,XI
26382748," Lejtő út, XII. kerület",216,1091550.0,5,0,new,not defined,gáz (cirko),not furnished,not defined,not defined,between 2001-2010,3,no,south east,garden,XII
26386185," Toldy Ferenc utca, I. kerület",63,235000.0,3,3,renovated,less than 3m,házközponti,by arrangement,not defined,allowed,between 1950-1980,5,no,south,panoramic,I
26388883," Weiner Leó utca, VI. kerület",68,357000.0,3,1,renovated,less than 3m,házközponti egyedi méréssel,furnished,50.0,not defined,between 2001-2010,5,yes,south west,garden,VI
26401829," Dunyov István utca 6, XIII. kerület",42,150000.0,2,3,newly built,not defined,házközponti egyedi méréssel,furnished,not defined,not defined,2018,5,yes,south west,street,XIII
26413487," Nagyszeben út, XI. kerület",50,120000.0,2,0,in moderate condition,less than 3m,gáz (konvektor),not furnished,4.0,not defined,not defined,4,not defined,not defined,not defined,XI
26414829," Eötvös utca, VI. kerület",95,327465.0,4,4,newly built,not defined,gáz (cirko),furnished,20.0,not defined,not defined,4,yes,not defined,panoramic,VI
26434999," Belgrád rakpart, V. kerület",56,310000.0,2,3,in good condition,more than 3m,gáz (cirko),furnished,not defined,not defined,before 1950,6,yes,west,panoramic,V
26435294," Corvin sétány, VIII. kerület",63,200000.0,2,9,newly built,not defined,házközponti egyedi méréssel,furnished,5.0,allowed,not defined,9,yes,west,panoramic,VIII
26441894," Eötvös utca 33, VI. kerület",95,327465.0,4,4,in good condition,not defined,gáz (cirko),furnished,not defined,not defined,not defined,4,yes,not defined,panoramic,VI
26447877," Nagy Templom utca, VIII. kerület",34,155000.0,1,6,new,not defined,házközponti egyedi méréssel,not furnished,not defined,not allowed,between 2001-2010,7,yes,not defined,street,VIII
26450479," Jobbágy utca, VII. kerület",41,125000.0,1,1,renovated,less than 3m,házközponti egyedi méréssel,furnished,10.0,not allowed,between 2001-2010,5,yes,not defined,garden,VII
26458079," Belgrád rakpart, V. kerület",157,1273475.0,3,1,renovated,more than 3m,gáz (cirko),furnished,not defined,not allowed,not defined,not defined,yes,not defined,panoramic,V
26468767," Nyáry Pál utca, XX. kerület",78,110000.0,2,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,XX
26471539," Külső-Terézváros – Diplomatanegyed, VI. kerület",76,363850.0,2,3,renovated,more than 3m,gáz (cirko),furnished,not defined,not defined,not defined,4,yes,not defined,street,VI
26480599," Tábor utca, I. kerület",180,1269870.0,4,not defined,not defined,not defined,nincs megadva,not defined,20.0,not defined,not defined,not defined,not defined,not defined,not defined,I
26486249," Király utca, VII. kerület",60,130000.0,2,3,in good condition,not defined,gáz (konvektor),furnished,not defined,not allowed,not defined,3,no,not defined,courtyard,VII
26493289," Rákóczi tér, VIII. kerület",35,100000.0,1,5,not defined,not defined,házközponti egyedi méréssel,not furnished,3.0,not defined,not defined,5,yes,not defined,street,VIII
26493379," Izabella utca 45, VI. kerület",50,165000.0,2,5,not defined,not defined,gáz (cirko),furnished,not defined,not allowed,not defined,not defined,yes,not defined,courtyard,VI
26495474," Tábor utca, I. kerület",180,1269870.0,4,0,renovated,not defined,fan-coil,furnished,20.0,not allowed,not defined,not defined,yes,not defined,courtyard,I
26512596," Külső-Terézváros, VI. kerület",127,909625.0,4,2,renovated,more than 3m,nincs megadva,furnished,10.0,not defined,not defined,not defined,no,not defined,street,VI
26520171," Rákóczi tér, VIII. kerület",10,40000.0,1,not defined,in good condition,more than 3m,gáz (cirko),furnished,not defined,not allowed,not defined,not defined,yes,not defined,courtyard,VIII
26526779," Pünkösdfürdő utca 38, III. kerület",25,115000.0,1,7,newly built,not defined,házközponti egyedi méréssel,by arrangement,4.0,not allowed,2016,10,yes,not defined,panoramic,III
26532731," Sáfrány utca, XI. kerület",7,40000.0,1,not defined,in moderate condition,less than 3m,távfűtés,furnished,not defined,not allowed,not defined,not defined,yes,west,panoramic,XI
26534549," Eötvös utca, VI. kerület",35,115000.0,1,1,renovated,more than 3m,cserépkályha,furnished,not defined,not allowed,not defined,3,no,not defined,courtyard,VI
26534839," Karinthy Frigyes út, XI. kerület",47,120000.0,2,5,in good condition,less than 3m,házközponti egyedi méréssel,furnished,not defined,not allowed,between 1950-1980,7,yes,not defined,street,XI
26543223," Üllői út, VIII. kerület",107,220000.0,3,4,renovated,more than 3m,gáz (cirko),furnished,not defined,not defined,before 1950,5,yes,south west,street,VIII
26544538," Greguss utca, XII. kerület",31,130000.0,1,4,renovated,less than 3m,gáz (cirko),furnished,not defined,not defined,not defined,4,no,not defined,courtyard,XII
26570798," Szerb utca, V. kerület",150,450000.0,3,0,renovated,more than 3m,gáz (cirko),partly furnished,not defined,not allowed,before 1950,3,yes,south,street,V
26580588," Pap Károly utca, XIII. kerület",45,150000.0,2,1,newly built,not defined,házközponti egyedi méréssel,furnished,7.0,not allowed,not defined,8,yes,not defined,street,XIII
26591973," Bajcsy-Zsilinszky út 51, VI. kerület",55,145000.0,2,not defined,not defined,not defined,gáz (cirko),not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,VI
26594803," Hajós utca, VI. kerület",100,436620.0,3,2,renovated,not defined,gáz (cirko),furnished,4.0,allowed,not defined,3,no,not defined,street,VI
26603539," Kőszeg utca, XIV. kerület",48,150000.0,2,1,newly built,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,yes,not defined,not defined,XIV
26614673," Kecskeméti utca, V. kerület",98,343000.0,3,4,renovated,not defined,gáz (cirko),not furnished,not defined,not allowed,not defined,4,yes,not defined,street,V
26624713," Szemere utca, V. kerület",54,135000.0,1,2,in good condition,not defined,házközponti egyedi méréssel,furnished,3.0,not allowed,not defined,4,yes,west,street,V
26655046," Újvilág utca, XIV. kerület",48,135000.0,2,not defined,renovated,not defined,gáz (cirko),furnished,not defined,not allowed,not defined,3,not defined,not defined,garden,XIV
26658914," Knézich utca, IX. kerület",80,436620.0,3,not defined,new,not defined,házközponti egyedi méréssel,furnished,not defined,not defined,between 2001-2010,not defined,yes,not defined,not defined,IX
26660696," Ganz utca, II. kerület",60,120000.0,3,4,in good condition,less than 3m,házközponti egyedi méréssel,not furnished,not defined,not allowed,between 1950-1980,6,yes,south west,street,II
26663614," Marek József utca, VII. kerület",25,120000.0,2,0,in good condition,more than 3m,gáz (konvektor),furnished,not defined,not defined,not defined,3,not defined,not defined,not defined,VII
26673406," Fehérvári út 86, XI. kerület",47,70000.0,2,not defined,renovated,less than 3m,távfűtés,partly furnished,6.0,not allowed,not defined,not defined,yes,not defined,not defined,XI
26674314," Rippl-Rónai utca, VI. kerület",158,350000.0,5,1,in good condition,more than 3m,gáz (konvektor),not furnished,3.0,not defined,not defined,2,no,not defined,street,VI
26680576," Béke tér, XIII. kerület",33,110000.0,1,mezzanine,renovated,not defined,gáz (konvektor),furnished,not defined,allowed,before 1950,not defined,no,not defined,not defined,XIII
26687461," Dembinszky utca, VII. kerület",34,105000.0,1,1,renovated,more than 3m,gáz (konvektor),furnished,not defined,not defined,not defined,3,not defined,not defined,courtyard,VII
26697304," Kútvölgy, XII. kerület",135,562371.0,4,2,renovated,more than 3m,házközponti,furnished,40.0,not allowed,between 2001-2010,2,no,not defined,panoramic,XII
26706104," Október 6. utca, V. kerület",122,909625.0,3,1,renovated,not defined,nincs megadva,furnished,not defined,allowed,before 1950,not defined,yes,not defined,street,V
26710044," Orbánhegy, XII. kerület",153,544230.0,4,1,new,less than 3m,gáz (cirko),not furnished,20.0,not defined,2011,not defined,no,not defined,garden,XII
26719051," Kassák Lajos utca 38, XIII. kerület",26,115000.0,1,1,renovated,more than 3m,gáz (konvektor),furnished,not defined,not allowed,between 1950-1980,3,no,north east,street,XIII
26751774," Október 6. utca, V. kerület",122,909625.0,3,1,renovated,more than 3m,gáz (cirko),furnished,not defined,not defined,not defined,3,yes,not defined,street,V
26752229," Weiner Leó utca, VI. kerület",40,145540.0,1,1,renovated,not defined,elektromos,furnished,not defined,not defined,not defined,not defined,yes,not defined,not defined,VI
26753801," Budafoki út 12, XI. kerület",26,120000.0,1,5,renovated,less than 3m,házközponti,furnished,not defined,not allowed,between 1950-1980,5,yes,east,garden,XI
26775304," Verecke út, II. kerület",130,982395.0,4,0,new,less than 3m,gáz (cirko),by arrangement,68.0,not defined,2011,3,yes,south east,panoramic,II
26793049," Auróra utca, VIII. kerület",55,95000.0,2,1,in good condition,more than 3m,gáz (konvektor),furnished,not defined,allowed,not defined,3,no,not defined,street,VIII
26820321," Tas vezér utca, XI. kerület",140,350000.0,4,5,renovated,less than 3m,gáz (cirko),not furnished,5.0,not allowed,not defined,5,yes,south west,street,XI
26839735," Schweidel utca, XI. kerület",73,250000.0,4,mezzanine,in good condition,less than 3m,gáz (cirko),not furnished,not defined,not allowed,between 1981-2000,3,no,south west,courtyard,XI
26844438," Hollán Ernő utca 20, XIII. kerület",30,125000.0,1,4,renovated,less than 3m,gáz (konvektor),furnished,2.0,not allowed,not defined,5,yes,not defined,street,XIII
26847615," Budafoki út, XI. kerület",36,130000.0,2,4,renovated,more than 3m,gáz (konvektor),by arrangement,not defined,not allowed,before 1950,5,yes,south east,panoramic,XI
26848293," Andrássy út, VI. kerület",89,350000.0,4,3,new,more than 3m,házközponti,not furnished,not defined,not defined,before 1950,4,yes,northwest,street,VI
26848948," Hűvösvölgyi út, II. kerület",130,727700.0,4,2,new,not defined,gáz (cirko),furnished,not defined,not defined,between 2001-2010,3,yes,south west,garden,II
26851695," Angyalföldi út 5, XIII. kerület",48,140000.0,2,3,new,less than 3m,házközponti egyedi méréssel,not furnished,10.0,not allowed,between 2001-2010,5,yes,north east,garden,XIII
26852243," Andrássy út, VI. kerület",89,500000.0,4,3,renovated,not defined,házközponti,not furnished,not defined,not allowed,not defined,4,yes,not defined,street,VI
26861588," Szondi utca 42, VI. kerület",46,140000.0,3,0,in good condition,not defined,gáz (konvektor),furnished,not defined,allowed,not defined,3,not defined,not defined,not defined,VI
26866828," Törökvész, II. kerület",70,363850.0,3,1,in good condition,not defined,gáz (cirko),furnished,not defined,not defined,between 1981-2000,3,not defined,not defined,panoramic,II
26869155," Akadémia utca, V. kerület",90,350000.0,3,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,V
26880250," Baross tér, VII. kerület",80,170000.0,3,3,in moderate condition,more than 3m,gáz (cirko),partly furnished,not defined,not defined,not defined,3,yes,south east,street,VII
26881768," Jobbágy utca, VII. kerület",40,120000.0,1,1,renovated,not defined,házközponti egyedi méréssel,furnished,3.0,not allowed,not defined,5,yes,not defined,courtyard,VII
26887583," Andrássy út, VI. kerület",89,350000.0,3,3,renovated,not defined,házközponti egyedi méréssel,not furnished,not defined,not allowed,not defined,4,yes,not defined,street,VI
26891880," Bajza utca, VII. kerület",35,115000.0,2,2,renovated,less than 3m,házközponti egyedi méréssel,not furnished,6.0,not allowed,between 1981-2000,4,yes,south east,panoramic,VII
26911433," Imre utca, IX. kerület",67,165000.0,3,mezzanine,renovated,not defined,gáz (cirko),furnished,not defined,not defined,not defined,4,not defined,not defined,street,IX
26915239," Forgách utca 32, XIII. kerület",10,69000.0,1,1,new,less than 3m,elektromos,furnished,not defined,not allowed,between 1981-2000,3,no,south west,garden,XIII
26919238," Szent István körút, XIII. kerület",70,180000.0,3,1,renovated,not defined,gáz (cirko),furnished,not defined,not defined,not defined,not defined,yes,not defined,courtyard,XIII
26920248," Paulay Ede utca, VI. kerület",80,175000.0,3,1,in good condition,more than 3m,gáz (cirko),not furnished,not defined,not defined,not defined,4,yes,not defined,street,VI
26923178," Törökvész, II. kerület",203,800470.0,3,1,new,not defined,gáz (cirko),not defined,not defined,not defined,2014,1,no,south,panoramic,II
26932958," Paulay Ede utca, VI. kerület",80,170000.0,3,1,in good condition,not defined,gáz (cirko),not furnished,not defined,not allowed,not defined,5,yes,not defined,courtyard,VI
26933168," Hárshegyi út, II. kerület",55,200000.0,2,9,new,less than 3m,fan-coil,furnished,1.0,allowed,between 1981-2000,more than 10,yes,west,panoramic,II
26935653," Bakáts tér, IX. kerület",42,115000.0,2,2,in good condition,more than 3m,gáz (konvektor),furnished,not defined,not allowed,not defined,4,yes,not defined,courtyard,IX
26944098," Dolgos utca, XII. kerület",140,836855.0,4,4,in good condition,less than 3m,házközponti egyedi méréssel,partly furnished,80.0,not defined,between 2001-2010,4,yes,not defined,panoramic,XII
26947823," Podmaniczky utca, VI. kerület",168,1018780.0,4,2,renovated,not defined,padlófűtés,furnished,2.0,not defined,not defined,4,yes,south west,street,VI
26953398," Kossuth Lajos tér, V. kerület",60,253974.0,2,3,renovated,more than 3m,nincs megadva,furnished,not defined,not defined,before 1950,4,yes,south,panoramic,V
26961643," Vérhalom tér, II. kerület",50,110000.0,3,basement,in good condition,less than 3m,gáz (cirko),furnished,not defined,not allowed,before 1950,3,no,west,garden,II
26977189," Erzsébet körút 29., VII. kerület",40,110000.0,1,not defined,in moderate condition,not defined,nincs megadva,not defined,not defined,allowed,not defined,5,yes,not defined,courtyard,VII
26980753," Torockó tér, II. kerület",96,250000.0,3,1,in good condition,less than 3m,gáz (cirko),furnished,3.0,not allowed,before 1950,4,no,south,street,II
26985883," Rákóczi út, VII. kerület",47,110000.0,2,3,renovated,more than 3m,gáz (konvektor),furnished,not defined,not defined,between 1950-1980,3,yes,not defined,street,VII
26988949," Fillér utca, II. kerület",57,158000.0,3,2,in good condition,less than 3m,gáz (konvektor),not furnished,3.0,not allowed,between 1950-1980,3,no,west,panoramic,II
26995279," Lehel utca, XIII. kerület",44,150000.0,2,5,new,less than 3m,házközponti egyedi méréssel,furnished,3.0,not allowed,between 2001-2010,8,yes,east,street,XIII
27002049," Viola utca 1., IX. kerület",75,150000.0,3,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,IX
27011883," Diós árok, XII. kerület",117,563968.0,4,1,new,not defined,házközponti egyedi méréssel,furnished,28.0,not defined,between 2001-2010,3,no,not defined,garden,XII
27011908," Csengery utca, VI. kerület",50,160000.0,3,2,renovated,not defined,gáz (cirko),furnished,not defined,not allowed,not defined,3,yes,not defined,courtyard,VI
27012028," Városkúti út, XII. kerület",100,614907.0,4,2,new,not defined,házközponti egyedi méréssel,furnished,58.0,not defined,between 2001-2010,3,no,not defined,panoramic,XII
27012759," Üllői út 101., IX. kerület",24,60000.0,1,not defined,in good condition,more than 3m,gáz (cirko),furnished,not defined,not allowed,before 1950,not defined,yes,not defined,courtyard,IX
27027214," Madarász Viktor utca, XIII. kerület",47,130000.0,2,3,renovated,less than 3m,gáz (konvektor),furnished,4.0,not allowed,between 1981-2000,4,no,west,street,XIII
27029553," Lajos utca, III. kerület",130,250000.0,4,1,in good condition,not defined,gáz (cirko),partly furnished,35.0,not allowed,not defined,4,yes,east,courtyard,III
27034633," Hajós utca, VI. kerület",56,291080.0,2,3,in good condition,more than 3m,gáz (cirko),furnished,not defined,not defined,before 1950,3,no,not defined,street,VI
27036538," Róna utca, XIV. kerület",64,170000.0,3,1,new,less than 3m,házközponti egyedi méréssel,not furnished,1.1,not allowed,between 2001-2010,6,yes,not defined,street,XIV
27039628," Budafoki út, XI. kerület",80,190000.0,4,3,in good condition,not defined,távfűtés,furnished,not defined,not allowed,not defined,5,no,not defined,street,XI
27040993," Apály utca, XIII. kerület",45,119900.0,3,4,newly built,less than 3m,házközponti egyedi méréssel,not furnished,not defined,not allowed,2015,5,yes,not defined,street,XIII
27041298," Radna utca, II. kerület",55,135000.0,2,0,renovated,less than 3m,gáz (konvektor),not furnished,4.0,not allowed,not defined,3,no,not defined,garden,II
27047728," Nagymező utca, VI. kerület",137,359192.0,4,1,renovated,not defined,gáz (cirko),furnished,not defined,not allowed,not defined,not defined,no,not defined,street,VI
27047738," Júlia utca 1, II. kerület",106,220000.0,2,2,renovated,more than 3m,gáz (cirko),furnished,5.0,not allowed,not defined,not defined,yes,not defined,street,II
27070508," Törökvész, II. kerület",135,1091550.0,4,mezzanine,new,less than 3m,gáz (cirko),partly furnished,50.0,not allowed,2016,3,yes,south,panoramic,II
27070953," Pannónia utca 68, XIII. kerület",34,119000.0,1,2,renovated,less than 3m,"távfűtés, házközponti",furnished,3.0,allowed,not defined,4,yes,not defined,street,XIII
27073304," Vérhalom utca 36, II. kerület",62,230000.0,2,1,renovated,more than 3m,gáz (cirko),not furnished,6.0,not allowed,before 1950,2,no,south,garden,II
27075829," Kossuth Lajos tér 9, V. kerület",93,580000.0,3,4,renovated,not defined,házközponti,furnished,not defined,not defined,not defined,5,yes,not defined,panoramic,V
27078908," Attila út, I. kerület",47,115000.0,1,5,renovated,less than 3m,gáz (konvektor),furnished,6.4,not allowed,not defined,6,yes,south west,panoramic,I
27090353," Déri Miksa utca, VIII. kerület",70,160000.0,2,2,in good condition,not defined,gáz (konvektor),furnished,4.0,allowed,not defined,4,yes,not defined,street,VIII
27090438," Váci utca, V. kerület",65,180000.0,2,3,renovated,more than 3m,gáz (cirko),furnished,not defined,not allowed,before 1950,5,yes,west,street,V
27097544," Baross utca, VIII. kerület",33,100000.0,1,3,renovated,not defined,elektromos,furnished,not defined,allowed,not defined,3,no,not defined,not defined,VIII
27098668," Frangepán köz, XIII. kerület",50,150000.0,2,1,new,not defined,házközponti egyedi méréssel,furnished,5.0,not allowed,not defined,not defined,yes,not defined,street,XIII
27103038," Branyiszkó út, II. kerület",60,436620.0,3,2,newly built,less than 3m,gáz (cirko),furnished,5.0,not defined,2018,3,yes,not defined,garden,II
27103733," Felső Zöldmáli út, II. kerület",70,362820.0,2,1,renovated,not defined,gáz (cirko),not defined,50.0,allowed,not defined,2,no,not defined,panoramic,II
27104449," Szigony utca 7, VIII. kerület",64,130000.0,3,9,in good condition,less than 3m,távfűtés,furnished,4.0,not defined,between 1950-1980,10,yes,not defined,street,VIII
27110814," Ráth György utca, XII. kerület",62,160000.0,3,4,renovated,not defined,házközponti,furnished,5.0,not defined,not defined,4,no,south,not defined,XII
27113759," Szinyei Merse utca 25., VI. kerület",25,95000.0,1,2,renovated,not defined,gáz (konvektor),furnished,not defined,not defined,between 1950-1980,5,yes,not defined,courtyard,VI
27113989," Murányi utca 57, VII. kerület",79,135000.0,2,4,in good condition,not defined,nincs megadva,partly furnished,not defined,not defined,before 1950,4,not defined,not defined,not defined,VII
27117239," Királyi Pál utca, V. kerület",82,250000.0,2,4,renovated,more than 3m,"padlófűtés, gáz (cirko)",by arrangement,not defined,not allowed,before 1950,4,yes,not defined,panoramic,V
27122338," Október 6. utca, V. kerület",78,249000.0,2,2,renovated,not defined,gáz (cirko),furnished,not defined,not defined,not defined,4,yes,not defined,street,V
27125673," Endrődi Sándor utca, II. kerület",55,250000.0,2,2,renovated,not defined,gáz (cirko),furnished,7.0,not defined,not defined,4,no,east,garden,II
27126343," Klauzál utca, VII. kerület",68,210000.0,3,1,renovated,not defined,elektromos,furnished,not defined,not allowed,not defined,4,yes,east,street,VII
27126359," István utca, VII. kerület",28,85000.0,1,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,VII
27129164," Tartsay Vilmos utca, XII. kerület",100,320000.0,4,2,renovated,not defined,gáz (cirko),furnished,12.0,not allowed,before 1950,4,no,south east,garden,XII
27131331," Falk Miksa utca, V. kerület",72,232205.0,3,4,renovated,more than 3m,házközponti,furnished,not defined,not allowed,not defined,5,yes,not defined,courtyard,V
27133997," Kőbányai út 45, X. kerület",50,130000.0,2,2,newly built,less than 3m,házközponti egyedi méréssel,furnished,13.0,not allowed,2014,3,yes,not defined,garden,X
27134271," Üteg utca, XIII. kerület",48,155000.0,2,1,new,less than 3m,házközponti egyedi méréssel,furnished,not defined,not allowed,not defined,5,yes,south east,garden,XIII
27137721," Asbóth utca, VII. kerület",48,160000.0,2,4,renovated,not defined,házközponti,not defined,5.0,not allowed,not defined,4,yes,not defined,street,VII
27138126," Ferenc körút, IX. kerület",36,181410.0,2,2,new,more than 3m,elektromos,furnished,not defined,not allowed,between 1950-1980,5,no,not defined,courtyard,IX
27142835," Kupeczky utca 14, II. kerület",55,250000.0,2,1,renovated,less than 3m,"cserépkályha, gáz (konvektor)",furnished,6.0,not allowed,between 1950-1980,2,no,south,garden,II
27147332," Polgár utca, III. kerület",15,65000.0,1,not defined,in good condition,not defined,távfűtés egyedi méréssel,partly furnished,not defined,not allowed,between 1950-1980,not defined,yes,east,not defined,III
27155664," Havas utca, V. kerület",60,327465.0,2,1,renovated,more than 3m,gáz (cirko),furnished,not defined,not defined,before 1950,5,yes,not defined,panoramic,V
27156180," Mester utca 83, IX. kerület",50,190000.0,3,2,newly built,not defined,házközponti egyedi méréssel,furnished,12.0,not defined,not defined,9,yes,not defined,panoramic,IX
27158142," Corvin sétány, VIII. kerület",50,254695.0,2,7,newly built,less than 3m,házközponti egyedi méréssel,furnished,6.0,not allowed,2012,9,yes,east,street,VIII
27170903," Dorottya utca, V. kerület",81,600000.0,2,5,new,more than 3m,nincs megadva,furnished,not defined,not allowed,not defined,not defined,yes,not defined,not defined,V
27181565," Hévízi út 1., III. kerület",83,330000.0,3,2,newly built,less than 3m,"házközponti egyedi méréssel, mennyezeti hűtés-fűtés",by arrangement,22.0,allowed,2018,3,yes,south east,garden,III
27181808," Hévízi út 1., III. kerület",53,205000.0,3,2,newly built,less than 3m,"házközponti egyedi méréssel, mennyezeti hűtés-fűtés",by arrangement,5.0,not allowed,2018,3,yes,south east,garden,III
27183869," Belgrád rakpart, V. kerület",157,1161024.0,4,1,renovated,more than 3m,házközponti egyedi méréssel,furnished,not defined,not allowed,before 1950,5,yes,not defined,panoramic,V
27193610," Hárshegyi út, II. kerület",66,220000.0,2,9,new,less than 3m,"fan-coil, házközponti egyedi méréssel",furnished,not defined,allowed,2011,more than 10,yes,south west,panoramic,II
27196394," Aradi utca, VI. kerület",80,220000.0,3,1,new,more than 3m,gáz (konvektor),partly furnished,not defined,not defined,before 1950,4,yes,south,street,VI
27199667," Szalay utca, V. kerület",110,385000.0,3,1,new,not defined,gáz (cirko),furnished,2.0,not allowed,not defined,6,yes,west,street,V
27200483," Andrássy út, VI. kerület",110,350000.0,3,mezzanine,renovated,more than 3m,gáz (cirko),furnished,not defined,allowed,not defined,3,yes,west,street,VI
27202229," Börzsöny utca, IX. kerület",35,125000.0,2,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,IX
27203516," Tisza utca, XIII. kerület",32,90000.0,1,1,new,more than 3m,gáz (konvektor),not defined,not defined,allowed,before 1950,3,not defined,not defined,street,XIII
27210188," Tolnai Lajos utca, VIII. kerület",45,130000.0,2,1,new,less than 3m,házközponti egyedi méréssel,furnished,not defined,not defined,between 2001-2010,5,yes,not defined,street,VIII
27218696," Corvin sétány, VIII. kerület",50,185000.0,2,3,new,not defined,házközponti egyedi méréssel,furnished,3.0,not allowed,not defined,7,yes,not defined,street,VIII
27224252," Váci utca, V. kerület",35,95000.0,1,2,in good condition,not defined,gáz (konvektor),furnished,not defined,not defined,before 1950,not defined,not defined,not defined,not defined,V
27231065," Bajcsy-Zsilinszky út, VI. kerület",78,291080.0,3,2,new,more than 3m,házközponti,furnished,3.0,not allowed,before 1950,5,yes,not defined,panoramic,VI
27235303," Nagy Ignác utca 19, V. kerület",117,390000.0,4,4,in good condition,less than 3m,gáz (cirko),furnished,12.0,allowed,between 2001-2010,4,yes,south west,courtyard,V
