ID,Address,Size,Price,Rooms,Floor,Quality,Inner Height,Heating,Furnished,Balcony,Pet,Year Built,Floors,Lift,Orientation,View,kerület
358916," Diós árok, XII. kerület",135,518910.0,4,1,renovated,less than 3m,gáz (cirko),by arrangement,10.0,not allowed,between 2001-2010,3,no,south west,panoramic,XII
1476912," Pasarét, II. kerület",62,210000.0,3,2,in good condition,not defined,gáz (cirko),not furnished,3.0,not defined,between 1950-1980,not defined,no,north east,garden,II
1702094," Andrássy út, VI. kerület",192,1455400.0,5,2,renovated,more than 3m,gáz (cirko),furnished,not defined,allowed,not defined,2,no,west,street,VI
2080456," Károly körút, V. kerület",130,544230.0,4,4,new,more than 3m,gáz (cirko),by arrangement,5.0,not defined,before 1950,4,yes,not defined,panoramic,V
2389231," Krisztinaváros, XII. kerület",135,385000.0,4,2,in good condition,more than 3m,házközponti,not furnished,8.0,not allowed,before 1950,4,yes,west,street,XII
2703725," Béla király út, XII. kerület",130,563968.0,4,1,new,not defined,gáz (cirko),furnished,10.0,not allowed,not defined,not defined,yes,not defined,garden,XII
2747776," Hegyalja út, I. kerület",34,85000.0,1,mezzanine,renovated,less than 3m,házközponti egyedi méréssel,not furnished,2.0,not allowed,before 1950,5,yes,south west,courtyard,I
3233817," Pecz Samu utca, XI. kerület",43,160000.0,2,2,new,not defined,házközponti egyedi méréssel,furnished,18.0,not defined,between 2001-2010,3,yes,not defined,garden,XI
3727992," Kútvölgy, XII. kerület",150,473005.0,5,2,not defined,not defined,gáz (cirko),not furnished,not defined,allowed,not defined,3,yes,not defined,panoramic,XII
4589835," Andrássy út, VI. kerület",161,1016597.0,5,5,renovated,not defined,házközponti egyedi méréssel,not furnished,not defined,not defined,between 2001-2010,5,yes,not defined,street,VI
4850962," Ifjúmunkás utca, IX. kerület",40,110000.0,2,7,in good condition,less than 3m,házközponti egyedi méréssel,furnished,not defined,not allowed,not defined,10,yes,south east,street,IX
4862908," Wesselényi utca 2, VII. kerület",70,150000.0,3,3,in good condition,not defined,"elektromos, cserépkályha",not furnished,not defined,not allowed,not defined,5,yes,not defined,street,VII
5022796," Mecset utca, II. kerület",98,582160.0,4,2,new,not defined,gáz (cirko),furnished,not defined,allowed,not defined,not defined,yes,not defined,panoramic,II
5098150," Nagymező utca, VI. kerület",63,218310.0,2,3,in good condition,not defined,gáz (cirko),by arrangement,not defined,not allowed,not defined,not defined,yes,not defined,street,VI
5107217," Tulipán utca, II. kerület",96,544230.0,3,0,in good condition,not defined,gáz (cirko),furnished,not defined,not allowed,before 1950,not defined,no,not defined,panoramic,II
5179306," Röppentyű utca, XIII. kerület",46,115000.0,2,2,renovated,less than 3m,házközponti egyedi méréssel,furnished,6.0,not allowed,between 2001-2010,4,yes,south west,street,XIII
5318160," Holló utca 12, VII. kerület",56,163269.0,2,5,newly built,not defined,házközponti egyedi méréssel,furnished,not defined,not defined,not defined,5,yes,not defined,street,VII
5394534," Corvin sétány, VIII. kerület",67,200000.0,3,4,newly built,less than 3m,házközponti egyedi méréssel,furnished,not defined,allowed,not defined,9,yes,south,street,VIII
5512953," Hegedű utca, VI. kerület",40,100000.0,2,0,renovated,not defined,gáz (konvektor),not furnished,not defined,not allowed,not defined,3,not defined,not defined,courtyard,VI
5575634," Bécsi utca, V. kerület",105,400235.0,2,4,renovated,more than 3m,házközponti egyedi méréssel,furnished,not defined,not allowed,not defined,5,yes,not defined,street,V
5578212," Garam utca, XIII. kerület",27,75000.0,1,0,in good condition,not defined,gáz (konvektor),furnished,not defined,not allowed,not defined,5,yes,not defined,courtyard,XIII
5579279," Mátyáshegy, III. kerület",120,946010.0,4,0,in good condition,not defined,gáz (cirko),furnished,not defined,not allowed,not defined,not defined,not defined,not defined,panoramic,III
5657384," Abonyi utca, XIV. kerület",135,355707.0,4,2,renovated,more than 3m,házközponti,partly furnished,5.0,not defined,before 1950,3,no,not defined,street,XIV
5811559," Áfonya utca, II. kerület",110,544230.0,4,1,renovated,less than 3m,gáz (cirko),not defined,48.0,allowed,not defined,2,no,not defined,garden,II
5904823," Váci utca, V. kerület",53,105000.0,1,3,renovated,not defined,gáz (konvektor),furnished,not defined,not defined,not defined,not defined,yes,not defined,courtyard,V
5998566," Nap utca, VIII. kerület",53,140000.0,3,not defined,in good condition,less than 3m,távfűtés,furnished,3.0,not allowed,between 1981-2000,10,yes,south east,street,VIII
6008841," Ráth György utca, XII. kerület",45,120000.0,1,3,renovated,not defined,elektromos,furnished,not defined,allowed,not defined,5,no,not defined,courtyard,XII
6031179," Országút, II. kerület",120,509390.0,3,0,new,not defined,gáz (cirko),not furnished,not defined,allowed,not defined,not defined,yes,not defined,not defined,II
6082452," Sas utca, V. kerület",70,509390.0,3,3,renovated,not defined,gáz (cirko),by arrangement,not defined,allowed,not defined,not defined,no,not defined,courtyard,V
6085822," Béla király út, XII. kerület",64,175000.0,3,2,in good condition,less than 3m,gáz (cirko),not furnished,4.0,not allowed,not defined,3,no,east,garden,XII
6092615," Várfok utca, I. kerület",66,160000.0,3,3,in good condition,not defined,házközponti,not furnished,not defined,not allowed,not defined,4,yes,not defined,panoramic,I
6255938," Batthyány utca, I. kerület",75,220000.0,2,3,renovated,not defined,gáz (cirko),not furnished,not defined,not allowed,not defined,4,no,not defined,panoramic,I
6268358," Budakeszi út, II. kerület",55,200000.0,2,2,new,not defined,házközponti egyedi méréssel,by arrangement,not defined,not defined,not defined,5,yes,not defined,panoramic,II
6268834," Balogh Ádám utca, II. kerület",160,787000.0,4,0,new,not defined,gáz (cirko),furnished,30.0,not allowed,not defined,3,yes,not defined,panoramic,II
6271159," Vár, I. kerület",82,363850.0,3,2,in good condition,more than 3m,gáz (cirko),not furnished,not defined,not defined,not defined,not defined,no,north east,street,I
6271849," Óra út, XII. kerület",215,1091550.0,5,1,in good condition,not defined,gáz (cirko),by arrangement,not defined,not defined,between 2001-2010,2,no,south east,panoramic,XII
6294732," Somogyi Béla utca, VIII. kerület",40,110000.0,1,0,in good condition,more than 3m,gáz (konvektor),furnished,not defined,not allowed,not defined,4,not defined,not defined,courtyard,VIII
6298571," Belső-Terézváros, VI. kerület",80,240000.0,3,5,in good condition,not defined,házközponti,not furnished,not defined,not defined,not defined,not defined,yes,not defined,street,VI
6310471," Hárshegyi út 23, II. kerület",100,465000.0,3,0,not defined,not defined,házközponti egyedi méréssel,furnished,not defined,not defined,not defined,2,yes,not defined,garden,II
6379565," Bajnok utca, VI. kerület",38,125000.0,1,3,renovated,more than 3m,elektromos,furnished,not defined,not defined,not defined,3,yes,east,street,VI
6399916," Kiscelli utca, III. kerület",76,454813.0,3,4,new,not defined,gáz (cirko),not furnished,not defined,not allowed,not defined,4,yes,not defined,panoramic,III
6412773," Egressy út, XIV. kerület",43,110000.0,2,5,new,less than 3m,házközponti egyedi méréssel,not furnished,1.0,not allowed,not defined,7,yes,south east,street,XIV
6430289," Kútvölgy, XII. kerület",150,570000.0,4,1,new,less than 3m,gáz (cirko),not furnished,not defined,not defined,not defined,4,yes,not defined,panoramic,XII
6443839," Rahó utca, XI. kerület",50,152000.0,2,1,new,not defined,gáz (cirko),furnished,4.0,not allowed,between 2001-2010,3,yes,south east,garden,XI
6462029," Irányi utca, V. kerület",140,800470.0,4,4,renovated,not defined,házközponti egyedi méréssel,furnished,not defined,not defined,before 1950,4,yes,not defined,street,V
6535784," Márton utca 23-25, IX. kerület",56,165000.0,2,3,newly built,less than 3m,házközponti egyedi méréssel,furnished,12.0,not allowed,between 2001-2010,6,yes,not defined,garden,IX
6542153," Gárdonyi Géza út, II. kerület",160,1018780.0,4,1,renovated,more than 3m,gáz (cirko),not furnished,not defined,not defined,before 1950,2,no,south east,panoramic,II
6549785," Ötvös János utca, II. kerület",76,545775.0,3,2,newly built,less than 3m,gáz (cirko),furnished,100.0,not defined,between 2001-2010,3,yes,south east,panoramic,II
6577476," József körút, VIII. kerület",80,160000.0,2,4,renovated,more than 3m,gázkazán,furnished,not defined,not allowed,before 1950,4,yes,south east,street,VIII
6601457," Révay utca, VI. kerület",32,125000.0,1,2,in good condition,more than 3m,gáz (konvektor),furnished,not defined,not defined,not defined,4,yes,not defined,courtyard,VI
6645938," Gaál József út 34/B, XII. kerület",80,250000.0,3,1,new,less than 3m,"gáz (cirko), fan-coil",partly furnished,8.0,allowed,between 1950-1980,3,no,north east,panoramic,XII
6660791," Völgy utca, II. kerület",48,150000.0,2,1,renovated,not defined,gáz (cirko),furnished,5.0,not allowed,not defined,not defined,no,not defined,garden,II
6703364," Kazinczy utca, VII. kerület",70,200000.0,3,1,new,less than 3m,házközponti egyedi méréssel,furnished,not defined,not allowed,between 2001-2010,4,yes,not defined,garden,VII
6703623," Nagy Templom utca, VIII. kerület",44,150000.0,2,4,new,less than 3m,házközponti egyedi méréssel,furnished,4.6,not allowed,between 2001-2010,6,yes,west,not defined,VIII
6709105," Dereglye utca, III. kerület",40,100000.0,1,1,in moderate condition,not defined,nincs megadva,partly furnished,not defined,not allowed,not defined,4,no,east,street,III
6709450," Nagy Templom utca, VIII. kerület",43,135000.0,2,4,new,less than 3m,házközponti egyedi méréssel,furnished,3.0,not allowed,between 2001-2010,6,yes,not defined,street,VIII
6714178," Dandár utca 22, IX. kerület",60,320188.0,3,6,newly built,not defined,gáz (cirko),furnished,not defined,not defined,not defined,not defined,yes,not defined,street,IX
6716514," Budafoki út 33, XI. kerület",80,190000.0,4,3,in good condition,less than 3m,távfűtés,furnished,not defined,not allowed,not defined,5,no,not defined,not defined,XI
6732462," Zöldlomb utca, II. kerület",110,545775.0,4,0,in good condition,less than 3m,gáz (cirko),partly furnished,50.0,allowed,between 2001-2010,2,no,not defined,garden,II
6735991," Rumbach Sebestyén utca 3, VII. kerület",40,120000.0,1,3,renovated,not defined,gáz (cirko),furnished,not defined,not defined,not defined,not defined,yes,not defined,street,VII
6745675," Falk Miksa utca, V. kerület",85,160000.0,2,5,renovated,not defined,házközponti,not defined,not defined,not allowed,not defined,6,yes,south east,street,V
6748571," Mártonvölgy utca, XII. kerület",100,545775.0,3,2,in good condition,not defined,gáz (cirko),not furnished,20.0,not defined,not defined,3,no,not defined,panoramic,XII
6781048," Berényi utca, I. kerület",78,180000.0,2,mezzanine,in good condition,not defined,házközponti,not furnished,not defined,allowed,not defined,2,not defined,south west,garden,I
6796674," Katona József utca, XIII. kerület",86,140000.0,2,2,in good condition,more than 3m,házközponti egyedi méréssel,partly furnished,not defined,not allowed,before 1950,5,yes,east,street,XIII
6836626," Eötvös utca, VI. kerület",41,145000.0,2,4,new,less than 3m,gáz (cirko),furnished,not defined,not allowed,2012,5,yes,not defined,courtyard,VI
6857723," Zöldkő utca, II. kerület",115,618545.0,4,1,in good condition,less than 3m,gáz (cirko),furnished,7.0,not defined,not defined,2,no,not defined,panoramic,II
6885540," Szépvölgyi út, II. kerület",150,725640.0,4,mezzanine,renovated,not defined,gáz (cirko),not furnished,not defined,allowed,not defined,4,yes,not defined,panoramic,II
6888587," Andrássy út, VI. kerület",61,280000.0,2,4,new,less than 3m,gáz (cirko),furnished,not defined,not allowed,2011,5,yes,not defined,courtyard,VI
6909765," Bem rakpart, II. kerület",115,654930.0,3,4,renovated,more than 3m,gáz (cirko),furnished,not defined,not defined,not defined,5,yes,east,panoramic,II
6925447," Dorozsmai utca, XIV. kerület",41,99000.0,1,1,in good condition,not defined,gáz (konvektor),furnished,not defined,not allowed,not defined,3,not defined,not defined,not defined,XIV
6927405," Attila út, I. kerület",36,160000.0,2,4,renovated,not defined,házközponti egyedi méréssel,furnished,34.0,not allowed,not defined,4,yes,not defined,panoramic,I
6935968," Pacsirtamező utca, III. kerület",161,400000.0,6,1,in good condition,more than 3m,gáz (cirko),by arrangement,5.0,not allowed,before 1950,5,no,not defined,garden,III
6946197," Mecset utca 10, II. kerület",35,155000.0,2,2,new,less than 3m,gáz (cirko),furnished,5.0,not allowed,not defined,5,yes,south,courtyard,II
6954271," Zöldlomb utca, II. kerület",120,509390.0,4,1,in good condition,not defined,gáz (cirko),furnished,not defined,not allowed,not defined,not defined,no,not defined,garden,II
6954377," Ó utca, VI. kerület",40,110000.0,1,4,new,less than 3m,gáz (cirko),furnished,not defined,not allowed,between 2001-2010,5,yes,not defined,courtyard,VI
6956149," Hegedűs Gyula utca, XIII. kerület",72,220000.0,3,5,new,not defined,házközponti egyedi méréssel,furnished,12.0,not allowed,not defined,7,yes,not defined,not defined,XIII
6957584," Eszék utca, XI. kerület",43,120000.0,1,mezzanine,in good condition,more than 3m,gáz (cirko),not furnished,not defined,not allowed,before 1950,5,yes,south,street,XI
6968613," Királyhágó utca, XII. kerület",67,115000.0,1,4,in good condition,not defined,gáz (cirko),not furnished,not defined,not defined,not defined,5,yes,not defined,panoramic,XII
6973106," Garibaldi utca, V. kerület",112,280000.0,3,2,new,more than 3m,házközponti egyedi méréssel,furnished,4.0,not allowed,not defined,4,yes,not defined,street,V
6996439," Bánki Donát utca, XIV. kerület",29,90000.0,1,1,in good condition,not defined,gáz (konvektor),furnished,1.0,not allowed,not defined,3,not defined,south,garden,XIV
6996952," Bajcsy-Zsilinszky út, V. kerület",50,170000.0,2,3,new,more than 3m,gáz (cirko),furnished,not defined,not allowed,not defined,5,yes,south,street,V
7007576," Rózsadomb, II. kerület",181,943332.0,4,2,new,less than 3m,gáz (cirko),by arrangement,35.0,not defined,between 2001-2010,not defined,yes,south east,panoramic,II
7037480," Visegrádi utca 28, XIII. kerület",33,115000.0,1,3,renovated,not defined,házközponti egyedi méréssel,furnished,not defined,not defined,not defined,4,yes,south east,street,XIII
7048583," Széchenyi rakpart, V. kerület",68,352935.0,3,2,renovated,more than 3m,házközponti,furnished,not defined,not defined,not defined,4,no,not defined,panoramic,V
7075550," Lipótváros, V. kerület",80,362820.0,3,1,renovated,not defined,gáz (cirko),furnished,not defined,not allowed,not defined,4,yes,not defined,street,V
7081330," Egressy út, XIV. kerület",58,210000.0,3,5,new,less than 3m,házközponti egyedi méréssel,not furnished,28.0,not allowed,2013,6,yes,northwest,street,XIV
7095808," Szent István körút, V. kerület",56,115000.0,1,3,in good condition,more than 3m,gáz (konvektor),furnished,not defined,not defined,not defined,4,yes,not defined,street,V
7109915," Endrődi Sándor utca, II. kerület",200,800470.0,4,1,in good condition,not defined,gáz (cirko),not furnished,not defined,not defined,not defined,2,no,not defined,not defined,II
7125625," Kalászi utca, III. kerület",68,291080.0,2,0,new,less than 3m,gáz (cirko),by arrangement,23.0,not allowed,between 2001-2010,3,no,south east,garden,III
7145991," Bajcsy-Zsilinszky út, VI. kerület",71,170000.0,3,mezzanine,in good condition,more than 3m,gáz (cirko),furnished,not defined,not allowed,before 1950,5,yes,west,street,VI
7150198," Liszt Ferenc tér, VI. kerület",81,218310.0,3,3,renovated,not defined,gáz (cirko),furnished,not defined,not defined,not defined,4,yes,not defined,courtyard,VI
7190450," Október 6. utca, V. kerület",160,400235.0,3,1,renovated,not defined,gáz (cirko),furnished,not defined,not allowed,not defined,3,yes,not defined,street,V
7200813," Hegedűs Gyula utca, XIII. kerület",176,509390.0,3,1,renovated,not defined,házközponti,partly furnished,not defined,not defined,not defined,not defined,yes,not defined,not defined,XIII
7203047," Fehér Hajó utca, V. kerület",140,800470.0,4,2,renovated,more than 3m,házközponti,furnished,not defined,not defined,before 1950,2,yes,not defined,street,V
7203088," Balaton utca, V. kerület",70,363850.0,2,2,renovated,not defined,gáz (cirko),furnished,not defined,not defined,not defined,not defined,yes,not defined,panoramic,V
7203471," Toldy Ferenc utca, I. kerület",260,1455400.0,5,3,new,more than 3m,gáz (cirko),by arrangement,20.0,not defined,between 1981-2000,not defined,yes,not defined,panoramic,I
20001521," Szikla utca, II. kerület",125,860000.0,5,0,new,less than 3m,"gáz (cirko), egyéb",partly furnished,23.0,not allowed,between 1981-2000,3,no,south west,garden,II
20002211," Fejér Lipót utca, XI. kerület",50,130000.0,2,7,renovated,less than 3m,távfűtés,not defined,not defined,not allowed,not defined,more than 10,yes,northwest,panoramic,XI
20002732," Petőfi Sándor utca 12., V. kerület",99,220000.0,3,5,renovated,more than 3m,házközponti,not furnished,6.0,not allowed,before 1950,8,yes,south,street,V
20007043," Budafoki út 37-39., XI. kerület",50,150000.0,2,2,renovated,less than 3m,távfűtés egyedi méréssel,by arrangement,3.0,not allowed,between 1981-2000,7,yes,south east,street,XI
20007260," Szinyei Merse Pál utca, VI. kerület",30,110000.0,1,3,in good condition,not defined,gáz (konvektor),furnished,not defined,not allowed,not defined,3,no,not defined,courtyard,VI
20011749," Krúdy utca, VIII. kerület",70,180000.0,3,3,renovated,more than 3m,gáz (cirko),furnished,not defined,not allowed,not defined,3,yes,south west,street,VIII
20044535," Szent László út, XIII. kerület",26,95000.0,2,mezzanine,in moderate condition,more than 3m,gáz (konvektor),furnished,not defined,not defined,not defined,2,no,not defined,courtyard,XIII
20055487," Lovag utca, VI. kerület",90,345658.0,3,1,in good condition,more than 3m,gáz (cirko),furnished,not defined,not defined,before 1950,not defined,no,not defined,street,VI
20064396," Orbánhegy, XII. kerület",160,691315.0,5,1,renovated,not defined,gáz (cirko),not furnished,not defined,not allowed,not defined,not defined,no,not defined,garden,XII
20066723," Máriaremetei út, II. kerület",55,140000.0,2,mezzanine,in good condition,less than 3m,gáz (cirko),partly furnished,15.0,allowed,between 1950-1980,2,no,south east,garden,II
20067730," Mátyáshegy, III. kerület",90,356573.0,3,1,new,not defined,gáz (cirko),furnished,not defined,not allowed,between 2001-2010,3,no,not defined,panoramic,III
20074577," Lechner Ödön fasor, IX. kerület",113,500000.0,3,5,new,not defined,fan-coil,by arrangement,24.0,not defined,between 2001-2010,9,yes,south west,panoramic,IX
20079713," Szépvölgyi út, II. kerület",140,727700.0,4,3,in good condition,less than 3m,gáz (cirko),furnished,not defined,not defined,between 1981-2000,4,yes,east,panoramic,II
20083561," Podmaniczky utca 1.-3, VI. kerület",54,150000.0,2,1,in good condition,more than 3m,gáz (cirko),furnished,2.0,not defined,not defined,4,no,northwest,street,VI
20102167," Bajcsy-Zsilinszky út, V. kerület",84,180000.0,2,2,renovated,more than 3m,gáz (cirko),furnished,not defined,not allowed,not defined,4,yes,south,street,V
20104358," Kapy utca, II. kerület",50,200000.0,2,0,new,less than 3m,gáz (cirko),furnished,10.0,allowed,not defined,2,yes,not defined,garden,II
20109466," Külső-Terézváros – Diplomatanegyed, VI. kerület",192,1455400.0,4,2,renovated,more than 3m,gáz (cirko),furnished,not defined,not defined,before 1950,3,yes,not defined,street,VI
20115248," Tartsay Vilmos utca, XII. kerület",100,321000.0,4,2,new,not defined,gáz (cirko),furnished,4.33,not allowed,before 1950,4,no,south east,garden,XII
20117189," Széchenyi rakpart, V. kerület",70,350000.0,3,2,renovated,not defined,házközponti,furnished,not defined,not defined,not defined,4,yes,not defined,panoramic,V
20118370," Andrássy út, VI. kerület",73,180000.0,2,2,in moderate condition,more than 3m,gáz (cirko),furnished,not defined,allowed,before 1950,5,yes,not defined,street,VI
20127932," Csillaghegy, III. kerület",70,230000.0,2,not defined,in good condition,not defined,gáz (cirko),not furnished,5.0,not allowed,not defined,2,not defined,not defined,not defined,III
20130970," Hangya utca, XII. kerület",125,618545.0,4,4,renovated,less than 3m,gáz (cirko),by arrangement,20.0,not defined,between 2001-2010,4,not defined,south,panoramic,XII
20132352," József nádor tér, V. kerület",55,130000.0,2,0,in good condition,not defined,házközponti,not furnished,not defined,not defined,not defined,5,yes,not defined,courtyard,V
20135286," Oktogon, VI. kerület",65,155000.0,2,not defined,in moderate condition,not defined,nincs megadva,not defined,not defined,not allowed,not defined,not defined,yes,not defined,not defined,VI
20137113," Fehér Hajó utca, V. kerület",140,800470.0,4,2,renovated,not defined,nincs megadva,furnished,not defined,allowed,not defined,4,yes,not defined,street,V
20168249," Andrássy út, VI. kerület",86,330000.0,3,2,new,more than 3m,házközponti egyedi méréssel,furnished,not defined,not allowed,between 2001-2010,8,yes,not defined,courtyard,VI
20181689," Márton utca 36-40, IX. kerület",55,120000.0,2,4,newly built,less than 3m,házközponti egyedi méréssel,furnished,not defined,not allowed,between 2001-2010,5,yes,not defined,street,IX
20197359," Vármegye utca 15., V. kerület",30,95000.0,1,1,renovated,not defined,házközponti,furnished,not defined,not defined,not defined,6,yes,not defined,garden,V
20207702," Szikla utca, II. kerület",114,654930.0,4,1,new,less than 3m,gáz (cirko),furnished,8.0,not allowed,not defined,3,no,south east,panoramic,II
20210603," Hajós utca, VI. kerület",150,815024.0,4,7,newly built,not defined,fan-coil,furnished,35.0,not defined,not defined,7,yes,not defined,panoramic,VI
20213043," Liszt Ferenc tér, VI. kerület",58,236503.0,2,4,renovated,less than 3m,házközponti,furnished,not defined,not allowed,not defined,6,yes,not defined,street,VI
20236625," Dob utca 32, VII. kerület",32,125000.0,1,2,renovated,not defined,elektromos,furnished,not defined,not defined,not defined,not defined,no,not defined,courtyard,VII
20242174," Ráday utca, IX. kerület",61,100000.0,2,0,in moderate condition,not defined,gáz (konvektor),furnished,not defined,not allowed,not defined,not defined,yes,not defined,courtyard,IX
20271741," Corvin sétány, VIII. kerület",41,160000.0,2,1,new,less than 3m,házközponti egyedi méréssel,furnished,3.0,not allowed,between 2001-2010,8,yes,west,street,VIII
20294894," Haller utca 23-25, IX. kerület",30,110000.0,1,4,new,not defined,házközponti egyedi méréssel,furnished,not defined,not allowed,not defined,6,yes,east,garden,IX
20297504," Hunyadvár utca, XVI. kerület",20,55000.0,1,not defined,new,not defined,gáz (cirko),furnished,not defined,not defined,between 1981-2000,not defined,no,not defined,garden,XVI
20303973," Baross utca 21., VIII. kerület",51,159000.0,1,2,new,more than 3m,gáz (cirko),furnished,not defined,allowed,not defined,5,yes,not defined,street,VIII
20306750," Zrínyi utca, V. kerület",90,727700.0,3,4,renovated,more than 3m,házközponti,furnished,7.0,not allowed,before 1950,5,yes,east,panoramic,V
20310706," Zsolt utca, I. kerület",57,363850.0,2,7,not defined,less than 3m,gáz (cirko),furnished,13.0,not defined,between 2001-2010,7,yes,not defined,panoramic,I
20311728," Bercsényi utca, XI. kerület",54,95000.0,3,5,in good condition,not defined,távfűtés,not furnished,3.0,not defined,not defined,7,yes,not defined,street,XI
20312988," Zichy Jenő utca 39, VI. kerület",64,209000.0,3,2,renovated,more than 3m,gáz (konvektor),furnished,not defined,not allowed,2011,4,yes,not defined,street,VI
20319568," Petneházy utca 38., XIII. kerület",38,135000.0,1,3,new,not defined,házközponti egyedi méréssel,furnished,6.0,not defined,not defined,9,yes,not defined,garden,XIII
20336100," Szemere utca, V. kerület",89,163733.0,2,5,renovated,not defined,házközponti,furnished,not defined,not allowed,not defined,6,yes,not defined,panoramic,V
20336155," Ürömi utca, II. kerület",51,130000.0,1,2,in good condition,not defined,nincs megadva,partly furnished,2.0,not defined,not defined,4,no,not defined,garden,II
20340805," Teréz körút, VI. kerület",47,120000.0,2,3,in good condition,more than 3m,gáz (konvektor),furnished,not defined,not defined,not defined,4,yes,south east,courtyard,VI
20344319," Kazinczy utca, VII. kerület",46,150000.0,2,3,new,less than 3m,házközponti egyedi méréssel,furnished,not defined,not allowed,between 2001-2010,7,yes,not defined,courtyard,VII
20363068," Rákóczi út, VII. kerület",75,150000.0,3,2,renovated,not defined,házközponti,furnished,not defined,not allowed,not defined,5,yes,not defined,street,VII
20365096," Közraktár utca, IX. kerület",40,90000.0,1,3,in good condition,more than 3m,gáz (konvektor),furnished,not defined,not allowed,not defined,4,yes,not defined,street,IX
20386692," Csatárka, II. kerület",80,250000.0,2,0,in good condition,not defined,gáz (cirko),furnished,not defined,not allowed,not defined,not defined,not defined,not defined,garden,II
20390838," Columbus utca, XIV. kerület",42,135000.0,2,3,new,less than 3m,gáz (cirko),furnished,7.0,not allowed,not defined,3,no,south,courtyard,XIV
20394458," Városligeti fasor, VI. kerület",41,110000.0,1,mezzanine,in good condition,not defined,házközponti,not furnished,not defined,not allowed,not defined,4,yes,south,garden,VI
20398452," Vörösmarty tér, V. kerület",76,363850.0,3,4,renovated,more than 3m,házközponti,furnished,2.0,not allowed,not defined,6,yes,south west,panoramic,V
20402544," Kossuth Lajos tér, V. kerület",60,253974.0,2,3,renovated,not defined,házközponti egyedi méréssel,furnished,not defined,allowed,not defined,5,yes,not defined,panoramic,V
20403857," Sütő utca, V. kerület",82,280000.0,2,1,renovated,not defined,gáz (cirko),furnished,not defined,allowed,not defined,not defined,yes,not defined,street,V
20405342," Bajcsy-Zsilinszky út 62, V. kerület",20,50000.0,3,not defined,in moderate condition,not defined,házközponti egyedi méréssel,furnished,not defined,allowed,not defined,not defined,yes,not defined,street,V
20410964," Káldy Gyula utca 5, VI. kerület",56,170000.0,2,5,new,less than 3m,gáz (cirko),furnished,5.0,not allowed,between 2001-2010,6,yes,south,courtyard,VI
20411840," Corvin sétány, VIII. kerület",43,163733.0,2,1,new,less than 3m,házközponti egyedi méréssel,furnished,not defined,not allowed,2013,8,yes,not defined,street,VIII
20414994," Andrássy út 68, VI. kerület",80,363850.0,2,7,newly built,less than 3m,házközponti egyedi méréssel,furnished,55.0,allowed,between 2001-2010,7,yes,not defined,garden,VI
20424077," Iglói utca, XI. kerület",60,180000.0,2,0,new,less than 3m,gáz (cirko),not furnished,10.0,not defined,not defined,3,yes,south west,courtyard,XI
20435483," Október 6. utca 4, V. kerület",61,240000.0,2,3,renovated,not defined,gáz (cirko),not furnished,not defined,not defined,not defined,4,yes,not defined,street,V
20438302," Király utca, VI. kerület",42,160000.0,1,3,newly built,not defined,házközponti egyedi méréssel,furnished,4.0,not allowed,not defined,7,yes,not defined,street,VI
20438351," Király utca 104, VI. kerület",42,181925.0,1,6,newly built,not defined,házközponti,furnished,6.0,not allowed,not defined,7,yes,not defined,courtyard,VI
20438395," Király utca, VI. kerület",121,345658.0,3,3,newly built,not defined,házközponti egyedi méréssel,furnished,26.0,not allowed,not defined,7,yes,south east,courtyard,VI
20443306," Andrássy út, VI. kerület",145,836855.0,4,4,newly built,more than 3m,gáz (cirko),furnished,25.0,not defined,not defined,4,yes,not defined,street,VI
20457810," Weiner Leó utca, VI. kerület",40,145540.0,1,1,renovated,not defined,elektromos,furnished,not defined,not defined,not defined,not defined,not defined,not defined,street,VI
20463855," Katona József utca, XIII. kerület",78,254695.0,2,5,renovated,more than 3m,távfűtés,furnished,not defined,not defined,before 1950,5,yes,south,street,XIII
20478997," Hajós utca, VI. kerület",150,815024.0,4,6,newly built,not defined,fan-coil,furnished,40.0,not defined,not defined,6,yes,south,panoramic,VI
20482787," Középső-Erzsébetváros, VII. kerület",65,1298945.0,2,1,new,not defined,gáz (cirko),furnished,not defined,not defined,before 1950,5,yes,not defined,not defined,VII
20482788," Középső-Erzsébetváros, VII. kerület",50,1080635.0,2,1,new,not defined,gáz (cirko),furnished,not defined,not defined,before 1950,5,yes,not defined,not defined,VII
20487914," Ferenc körút, IX. kerület",70,150000.0,4,1,in good condition,not defined,gáz (cirko),furnished,not defined,not defined,not defined,5,yes,not defined,street,IX
20488574," Törökvész, II. kerület",147,943332.0,4,1,new,not defined,fan-coil,not furnished,not defined,not allowed,between 1981-2000,not defined,yes,not defined,garden,II
20492623," Középső-Erzsébetváros, VII. kerület",85,1844720.0,3,1,new,not defined,gáz (cirko),furnished,not defined,not defined,before 1950,5,yes,not defined,not defined,VII
20492674," Középső-Erzsébetváros, VII. kerület",157,2717960.0,4,1,new,not defined,gáz (cirko),furnished,not defined,not defined,before 1950,5,yes,not defined,not defined,VII
20501697," Bihari János utca 18., V. kerület",55,127000.0,2,mezzanine,renovated,not defined,nincs megadva,furnished,not defined,not allowed,not defined,4,yes,not defined,not defined,V
20504315," Lágymányosi utca 17, XI. kerület",39,100000.0,1,4,in moderate condition,more than 3m,"cserépkályha, gáz (konvektor)",furnished,not defined,allowed,before 1950,5,yes,west,courtyard,XI
