ID,Address_x,Size,Price,Rooms,Floor,Quality,Inner_Height,Heating,Furnished,Balcony,Pet,Year_Built,Floors,Lift,Orientation,View,kerület,lat,lon,dist,Log(Price),LogPrice
20310706," Zsolt utca, I. kerület",57,363850.0,2,7,not defined,less than 3m,gáz (cirko),furnished,13.0,not defined,between 2001-2010,7,yes,not defined,panoramic,I,47.489653499999996,19.0332057,1.7867830222189545,12.804496973775233,12.804496973775233
20311728," Bercsényi utca, XI. kerület",54,95000.0,3,5,in good condition,not defined,távfűtés,not furnished,3.0,not defined,not defined,7,yes,not defined,street,XI,47.38947279999999,19.113290600000003,13.274693657768385,11.461632170582678,11.461632170582678
20312988," Zichy Jenő utca 39, VI. kerület",64,209000.0,3,2,renovated,more than 3m,gáz (konvektor),furnished,not defined,not allowed,2011,4,yes,not defined,street,VI,47.5054659,19.059038648355102,0.8374934483879941,12.250089530946948,12.250089530946948
20319568," Petneházy utca 38., XIII. kerület",38,135000.0,1,3,new,not defined,házközponti egyedi méréssel,furnished,6.0,not defined,not defined,9,yes,not defined,garden,XIII,47.5337071,19.0762285,4.1397530896148815,11.813030057420567,11.813030057420567
20336100," Szemere utca, V. kerület",89,163733.0,2,5,renovated,not defined,házközponti,furnished,not defined,not allowed,not defined,6,yes,not defined,panoramic,V,47.5065903,19.0508921,0.6333336025903219,12.00599233131427,12.00599233131427
20336155," Ürömi utca, II. kerület",51,130000.0,1,2,in good condition,not defined,nincs megadva,partly furnished,2.0,not defined,not defined,4,no,not defined,garden,II,47.5274797,19.0336971,3.202740143661336,11.77528972943772,11.77528972943772
20340805," Teréz körút, VI. kerület",47,120000.0,2,3,in good condition,more than 3m,gáz (konvektor),furnished,not defined,not defined,not defined,4,yes,south east,courtyard,VI,47.5095842,19.0574613,1.1092636564669938,11.695247021764184,11.695247021764184
20363068," Rákóczi út, VII. kerület",75,150000.0,3,2,renovated,not defined,házközponti,furnished,not defined,not allowed,not defined,5,yes,not defined,street,VII,47.4959677,19.066359100000003,1.3363633494212113,11.918390573078392,11.918390573078392
20365096," Közraktár utca, IX. kerület",40,90000.0,1,3,in good condition,more than 3m,gáz (konvektor),furnished,not defined,not allowed,not defined,4,yes,not defined,street,IX,47.4813413,19.0651109,2.4505144571919395,11.407564949312402,11.407564949312402
20386692," Csatárka, II. kerület",80,250000.0,2,0,in good condition,not defined,gáz (cirko),furnished,not defined,not allowed,not defined,not defined,not defined,not defined,garden,II,47.531524700000006,19.002578,4.936023656528704,12.429216196844383,12.429216196844383
20390838," Columbus utca, XIV. kerület",42,135000.0,2,3,new,less than 3m,gáz (cirko),furnished,7.0,not allowed,not defined,3,no,south,courtyard,XIV,47.5193199,19.093287300000004,3.832819211465804,11.813030057420567,11.813030057420567
20394458," Városligeti fasor, VI. kerület",41,110000.0,1,mezzanine,in good condition,not defined,házközponti,not furnished,not defined,not allowed,not defined,4,yes,south,garden,VI,47.5111649,19.0806753,2.560771613347832,11.608235644774552,11.608235644774552
20398452," Vörösmarty tér, V. kerület",76,363850.0,3,4,renovated,more than 3m,házközponti,furnished,2.0,not allowed,not defined,6,yes,south west,panoramic,V,47.4966816,19.0503252,0.4714027062167311,12.804496973775233,12.804496973775233
20402544," Kossuth Lajos tér, V. kerület",60,253974.0,2,3,renovated,not defined,házközponti egyedi méréssel,furnished,not defined,allowed,not defined,5,yes,not defined,panoramic,V,47.505719899999995,19.0449808,0.6606568098876933,12.44498717855658,12.44498717855658
20403857," Sütő utca, V. kerület",82,280000.0,2,1,renovated,not defined,gáz (cirko),furnished,not defined,allowed,not defined,not defined,yes,not defined,street,V,47.4966974,19.0540093,0.5516005465025159,12.542544882151386,12.542544882151386
20410964," Káldy Gyula utca 5, VI. kerület",56,170000.0,2,5,new,less than 3m,gáz (cirko),furnished,5.0,not allowed,between 2001-2010,6,yes,south,courtyard,VI,47.4998875,19.0576782,0.5767812799728004,12.043553716032399,12.043553716032399
20411840," Corvin sétány, VIII. kerület",43,163733.0,2,1,new,less than 3m,házközponti egyedi méréssel,furnished,not defined,not allowed,2013,8,yes,not defined,street,VIII,47.4858996,19.07519187896299,2.516147953596076,12.00599233131427,12.00599233131427
20414994," Andrássy út 68, VI. kerület",80,363850.0,2,7,newly built,less than 3m,házközponti egyedi méréssel,furnished,55.0,allowed,between 2001-2010,7,yes,not defined,garden,VI,47.507561700000004,19.066374300000003,1.4251959156664238,12.804496973775233,12.804496973775233
20424077," Iglói utca, XI. kerület",60,180000.0,2,0,new,less than 3m,gáz (cirko),not furnished,10.0,not defined,not defined,3,yes,south west,courtyard,XI,47.573934,19.103100199999997,9.042439369804997,12.100712129872347,12.100712129872347
20435483," Október 6. utca 4, V. kerület",61,240000.0,2,3,renovated,not defined,gáz (cirko),not furnished,not defined,not defined,not defined,4,yes,not defined,street,V,47.4998629,19.0510118,0.13384607538608587,12.388394202324129,12.388394202324129
20438351," Király utca 104, VI. kerület",42,181925.0,1,6,newly built,not defined,házközponti,furnished,6.0,not allowed,not defined,7,yes,not defined,courtyard,VI,47.56266779999999,19.090694199999998,7.512896407825712,12.111349793215288,12.111349793215288
20443306," Andrássy út, VI. kerület",145,836855.0,4,4,newly built,more than 3m,gáz (cirko),furnished,25.0,not defined,not defined,4,yes,not defined,street,VI,47.506521299999996,19.0652946,1.2970803804827944,13.637406096710336,13.637406096710336
20457810," Weiner Leó utca, VI. kerület",40,145540.0,1,1,renovated,not defined,elektromos,furnished,not defined,not defined,not defined,not defined,not defined,not defined,street,VI,47.507430600000006,19.0573986,0.9060377899436328,11.888206241901077,11.888206241901077
20463855," Katona József utca, XIII. kerület",78,254695.0,2,5,renovated,more than 3m,távfűtés,furnished,not defined,not defined,before 1950,5,yes,south,street,XIII,47.5133494,19.053160899999998,1.4010398264870034,12.4478220298365,12.4478220298365
20478997," Hajós utca, VI. kerület",150,815024.0,4,6,newly built,not defined,fan-coil,furnished,40.0,not defined,not defined,6,yes,south,panoramic,VI,47.5024289,19.0593723,0.7126554436249978,13.610972839642182,13.610972839642182
20487914," Ferenc körút, IX. kerület",70,150000.0,4,1,in good condition,not defined,gáz (cirko),furnished,not defined,not defined,not defined,5,yes,not defined,street,IX,47.4855574,19.0700326,2.269541076166218,11.918390573078392,11.918390573078392
20488574," Törökvész, II. kerület",147,943332.0,4,1,new,not defined,fan-coil,not furnished,not defined,not allowed,between 1981-2000,not defined,yes,not defined,garden,II,47.5220975,19.0030829,4.249339419070326,13.75717356752275,13.75717356752275
20501697," Bihari János utca 18., V. kerület",55,127000.0,2,mezzanine,renovated,not defined,nincs megadva,furnished,not defined,not allowed,not defined,4,yes,not defined,not defined,V,47.510184,19.053867,1.0676964415041155,11.751942365440728,11.751942365440728
20504315," Lágymányosi utca 17, XI. kerület",39,100000.0,1,4,in moderate condition,more than 3m,"cserépkályha, gáz (konvektor)",furnished,not defined,allowed,before 1950,5,yes,west,courtyard,XI,47.477313099999996,19.0534073,2.636935057873623,11.512925464970229,11.512925464970229
20510631," Karikás Frigyes utca, XIII. kerület",65,130000.0,2,2,renovated,less than 3m,gáz (cirko),not furnished,15.0,allowed,between 1981-2000,3,yes,not defined,street,XIII,47.535441999999996,19.0657645,4.015101640907588,11.77528972943772,11.77528972943772
20516351," Üllői út 167., IX. kerület",30,90000.0,1,4,new,not defined,"távfűtés, távfűtés egyedi méréssel",partly furnished,not defined,not allowed,not defined,6,yes,not defined,garden,IX,47.4722844,19.1073901,5.352671881722894,11.407564949312402,11.407564949312402
20519410," Angyal utca, IX. kerület",30,116000.0,1,not defined,renovated,more than 3m,gáz (cirko),furnished,not defined,not allowed,not defined,not defined,no,south west,street,IX,47.4835954,19.070366600000003,2.4535463688063786,11.661345470088502,11.661345470088502
20523411," Reáltanoda utca, V. kerület",118,545775.0,3,3,renovated,more than 3m,gáz (cirko),furnished,not defined,not defined,not defined,5,yes,not defined,street,V,47.4928568,19.0585366,1.095754501946,13.209962081883397,13.209962081883397
20533124," Teréz körút, VI. kerület",88,220000.0,4,4,renovated,not defined,gáz (cirko),not furnished,not defined,not defined,before 1950,4,yes,not defined,street,VI,47.5095842,19.0574613,1.1092636564669938,12.301382825334498,12.301382825334498
20537342," Hadak útja, XI. kerület",33,103000.0,1,1,in good condition,less than 3m,távfűtés egyedi méréssel,not furnished,not defined,not allowed,not defined,more than 10,yes,west,street,XI,47.46349779999999,19.026247899999998,4.533682421173884,11.542484267211773,11.542484267211773
20539699," Budakeszi út, II. kerület",110,725640.0,3,5,new,not defined,fan-coil,furnished,not defined,not defined,not defined,7,yes,not defined,panoramic,II,47.520777700000004,18.938951899999996,8.641865422270484,13.49480930305526,13.49480930305526
20555191," Lovag utca, VI. kerület",50,218310.0,2,1,new,not defined,házközponti egyedi méréssel,furnished,not defined,not defined,between 2001-2010,7,yes,not defined,street,VI,47.5059463,19.056667899999997,0.7431250109258939,12.293671350009241,12.293671350009241
20558253," Csertő utca 6., XIV. kerület",46,110000.0,2,10,in good condition,not defined,távfűtés egyedi méréssel,furnished,not defined,not defined,between 1950-1980,10,yes,not defined,street,XIV,47.51266165,19.146150920509452,7.330022254348332,11.608235644774552,11.608235644774552
20564762," Szent László út 15, XIII. kerület",42,120000.0,2,4,newly built,not defined,házközponti,furnished,not defined,not allowed,not defined,not defined,yes,not defined,street,XIII,47.5254074,19.0848851,3.7719047529055754,11.695247021764184,11.695247021764184
20564849," Paulay Ede utca, VI. kerület",86,432982.0,3,4,newly built,less than 3m,házközponti egyedi méréssel,furnished,not defined,not allowed,not defined,7,yes,not defined,garden,VI,47.5029296,19.061324499999998,0.8685618484694275,12.978451435681754,12.978451435681754
20567471," Tűzkő utca, XI. kerület",54,120000.0,2,4,in good condition,less than 3m,távfűtés,furnished,1.0,not defined,between 1981-2000,10,yes,not defined,panoramic,XI,47.4735012,18.9963976,5.062320206333518,11.695247021764184,11.695247021764184
20570526," Reitter Ferenc utca, XIII. kerület",38,110000.0,2,2,in good condition,not defined,házközponti egyedi méréssel,furnished,not defined,not defined,between 2001-2010,5,yes,not defined,street,XIII,47.532732,19.086675399999997,4.477540484242512,11.608235644774552,11.608235644774552
20579851," Belgrád rakpart, V. kerület",105,290256.0,3,3,in good condition,more than 3m,gáz (cirko),furnished,1.0,not defined,not defined,4,yes,not defined,panoramic,V,47.4909849,19.051671799999998,1.1107323403767477,12.578518571181103,12.578518571181103
20597242," Kuruclesi út, II. kerület",74,220000.0,4,1,in good condition,less than 3m,gáz (cirko),partly furnished,24.0,not allowed,between 1981-2000,2,no,not defined,panoramic,II,47.5185295,18.9849507,5.276107983811267,12.301382825334498,12.301382825334498
20605476," Vaskapu utca, IX. kerület",46,125000.0,2,3,new,less than 3m,házközponti egyedi méréssel,furnished,4.0,not allowed,between 2001-2010,7,yes,northwest,garden,IX,47.4780317,19.0712355,2.998431542283178,11.736069016284437,11.736069016284437
20607140," Kassák Lajos utca, XIII. kerület",28,80000.0,1,2,in good condition,not defined,gáz (konvektor),partly furnished,not defined,not allowed,not defined,3,no,not defined,street,XIII,47.520977,19.0644223,2.475247339091926,11.289781913656018,11.289781913656018
20620685," Farkasvölgy, XII. kerület",28,85000.0,1,1,in good condition,less than 3m,gáz (cirko),not defined,not defined,not allowed,not defined,2,not defined,not defined,panoramic,XII,47.4834414,18.988085100000003,5.053862631846984,11.350406535472453,11.350406535472453
20628861," Ostrom utca, I. kerület",28,75000.0,1,0,renovated,more than 3m,elektromos,by arrangement,not defined,not allowed,before 1950,3,yes,south east,street,I,47.5075635,19.0267695,1.9063698509732252,11.225243392518447,11.225243392518447
20639993," Reáltanoda utca, V. kerület",118,545775.0,3,3,renovated,not defined,gáz (cirko),furnished,not defined,not defined,not defined,5,yes,not defined,street,V,47.4928568,19.0585366,1.095754501946,13.209962081883397,13.209962081883397
20671416," Pasaréti út, II. kerület",170,654930.0,4,1,in good condition,more than 3m,gáz (cirko),partly furnished,not defined,not defined,not defined,2,no,not defined,not defined,II,47.5116114,19.0088164,3.326049923386058,13.392283638677352,13.392283638677352
20676103," Corvin sétány, VIII. kerület",30,119000.0,1,1,newly built,not defined,házközponti egyedi méréssel,furnished,20.0,allowed,2011,8,yes,not defined,garden,VIII,47.4858996,19.07519187896299,2.516147953596076,11.686878772093667,11.686878772093667
20697314," Paulay Ede utca, VI. kerület",55,291080.0,3,2,renovated,not defined,gáz (cirko),furnished,not defined,not defined,not defined,4,no,not defined,courtyard,VI,47.5029296,19.061324499999998,0.8685618484694275,12.581353422461023,12.581353422461023
20705050," Baross tér 20, VII. kerület",25,70000.0,1,not defined,in good condition,less than 3m,házközponti,not furnished,not defined,not allowed,not defined,not defined,yes,south east,street,VII,47.500019099999996,19.0800889,2.251549617884921,11.156250521031495,11.156250521031495
20705461," Felső Zöldmáli út, II. kerület",41,140000.0,2,1,renovated,not defined,gáz (cirko),not furnished,6.0,not allowed,not defined,3,no,not defined,garden,II,47.5287788,19.024282999999997,3.6580451310173756,11.84939770159144,11.84939770159144
20709840," Auróra utca 6, VIII. kerület",32,85000.0,1,1,renovated,more than 3m,gáz (konvektor),not furnished,not defined,not allowed,before 1950,3,no,east,street,VIII,47.4942206,19.076283800000002,2.100074902518636,11.350406535472453,11.350406535472453
20734935," Virányos út, XII. kerület",110,380000.0,3,0,new,less than 3m,"gázkazán, egyéb",not furnished,13.0,not allowed,2015,2,no,west,garden,XII,47.5143898,18.995528699999998,4.369372830800457,12.84792653170257,12.84792653170257
20752210," Vörösmarty tér, V. kerület",260,3092725.0,4,5,new,not defined,nincs megadva,not defined,not defined,not defined,not defined,6,yes,not defined,panoramic,V,47.4966816,19.0503252,0.4714027062167311,14.944563137271503,14.944563137271503
20756317," Berda József utca 10, IV. kerület",37,140000.0,1,2,in good condition,not defined,gáz (cirko),by arrangement,not defined,allowed,not defined,3,no,south,street,IV,47.5580339,19.081905290007896,6.785730906325089,11.84939770159144,11.84939770159144
